"MTU","AREA","Day ahead total load forecast (MW)","Actual total load (MW)"
"29/11/2024 21:15:00 - 29/11/2024 21:30:00","Germany (DE)","56281.00","57608.76"
"29/11/2024 21:30:00 - 29/11/2024 21:45:00","Germany (DE)","55425.41","57312.49"
"29/11/2024 21:45:00 - 29/11/2024 22:00:00","Germany (DE)","54850.43","56392.50"
"29/11/2024 22:00:00 - 29/11/2024 22:15:00","Germany (DE)","53997.74","55460.80"
"29/11/2024 22:15:00 - 29/11/2024 22:30:00","Germany (DE)","53397.04","55120.02"
"29/11/2024 22:30:00 - 29/11/2024 22:45:00","Germany (DE)","52482.60","54204.72"
"29/11/2024 22:45:00 - 29/11/2024 23:00:00","Germany (DE)","51823.33","53698.14"
"29/11/2024 23:00:00 - 29/11/2024 23:15:00","Germany (DE)","50380.96","53078.55"
"29/11/2024 23:15:00 - 29/11/2024 23:30:00","Germany (DE)","49564.17","52192.49"
"29/11/2024 23:30:00 - 29/11/2024 23:45:00","Germany (DE)","48795.65","51496.98"
"29/11/2024 23:45:00 - 30/11/2024 00:00:00","Germany (DE)","47902.48","50774.14"
"30/11/2024 00:00:00 - 30/11/2024 00:15:00","Germany (DE)","46995.23","48581.32"
"30/11/2024 00:15:00 - 30/11/2024 00:30:00","Germany (DE)","46418.08","47734.59"
"30/11/2024 00:30:00 - 30/11/2024 00:45:00","Germany (DE)","45614.09","47296.84"
"30/11/2024 00:45:00 - 30/11/2024 01:00:00","Germany (DE)","45202.43","47287.52"
"30/11/2024 01:00:00 - 30/11/2024 01:15:00","Germany (DE)","44429.62","46780.05"
"30/11/2024 01:15:00 - 30/11/2024 01:30:00","Germany (DE)","44073.70","46570.16"
"30/11/2024 01:30:00 - 30/11/2024 01:45:00","Germany (DE)","43570.68","46137.38"
"30/11/2024 01:45:00 - 30/11/2024 02:00:00","Germany (DE)","43312.53","46000.64"
"30/11/2024 02:00:00 - 30/11/2024 02:15:00","Germany (DE)","42860.92","45573.16"
"30/11/2024 02:15:00 - 30/11/2024 02:30:00","Germany (DE)","42578.12","45347.60"
"30/11/2024 02:30:00 - 30/11/2024 02:45:00","Germany (DE)","42358.66","45276.62"
"30/11/2024 02:45:00 - 30/11/2024 03:00:00","Germany (DE)","42550.48","45220.66"
"30/11/2024 03:00:00 - 30/11/2024 03:15:00","Germany (DE)","42151.07","45406.16"
"30/11/2024 03:15:00 - 30/11/2024 03:30:00","Germany (DE)","42523.12","45669.10"
"30/11/2024 03:30:00 - 30/11/2024 03:45:00","Germany (DE)","42334.06","45594.44"
"30/11/2024 03:45:00 - 30/11/2024 04:00:00","Germany (DE)","42876.34","45268.97"
"30/11/2024 04:00:00 - 30/11/2024 04:15:00","Germany (DE)","43311.20","45321.14"
"30/11/2024 04:15:00 - 30/11/2024 04:30:00","Germany (DE)","43403.32","45391.59"
"30/11/2024 04:30:00 - 30/11/2024 04:45:00","Germany (DE)","43486.39","45285.55"
"30/11/2024 04:45:00 - 30/11/2024 05:00:00","Germany (DE)","43712.09","45214.39"
"30/11/2024 05:00:00 - 30/11/2024 05:15:00","Germany (DE)","43937.54","45579.81"
"30/11/2024 05:15:00 - 30/11/2024 05:30:00","Germany (DE)","44058.83","45705.10"
"30/11/2024 05:30:00 - 30/11/2024 05:45:00","Germany (DE)","44558.02","45821.43"
"30/11/2024 05:45:00 - 30/11/2024 06:00:00","Germany (DE)","44647.99","46044.17"
"30/11/2024 06:00:00 - 30/11/2024 06:15:00","Germany (DE)","44951.56","47182.64"
"30/11/2024 06:15:00 - 30/11/2024 06:30:00","Germany (DE)","45060.10","47462.18"
"30/11/2024 06:30:00 - 30/11/2024 06:45:00","Germany (DE)","45385.13","47633.84"
"30/11/2024 06:45:00 - 30/11/2024 07:00:00","Germany (DE)","45843.91","47468.05"
"30/11/2024 07:00:00 - 30/11/2024 07:15:00","Germany (DE)","46780.12","49049.37"
"30/11/2024 07:15:00 - 30/11/2024 07:30:00","Germany (DE)","47440.18","49493.37"
"30/11/2024 07:30:00 - 30/11/2024 07:45:00","Germany (DE)","48143.96","50002.72"
"30/11/2024 07:45:00 - 30/11/2024 08:00:00","Germany (DE)","48626.69","50184.54"
"30/11/2024 08:00:00 - 30/11/2024 08:15:00","Germany (DE)","49585.49","51503.28"
"30/11/2024 08:15:00 - 30/11/2024 08:30:00","Germany (DE)","50442.22","52902.63"
"30/11/2024 08:30:00 - 30/11/2024 08:45:00","Germany (DE)","51459.08","54395.11"
"30/11/2024 08:45:00 - 30/11/2024 09:00:00","Germany (DE)","52214.14","56067.03"
"30/11/2024 09:00:00 - 30/11/2024 09:15:00","Germany (DE)","53028.48","56470.34"
"30/11/2024 09:15:00 - 30/11/2024 09:30:00","Germany (DE)","53784.53","57235.39"
"30/11/2024 09:30:00 - 30/11/2024 09:45:00","Germany (DE)","54376.64","58035.59"
"30/11/2024 09:45:00 - 30/11/2024 10:00:00","Germany (DE)","54883.19","58682.81"
"30/11/2024 10:00:00 - 30/11/2024 10:15:00","Germany (DE)","55266.63","59187.35"
"30/11/2024 10:15:00 - 30/11/2024 10:30:00","Germany (DE)","55444.66","59508.54"
"30/11/2024 10:30:00 - 30/11/2024 10:45:00","Germany (DE)","55745.19","59538.56"
"30/11/2024 10:45:00 - 30/11/2024 11:00:00","Germany (DE)","55671.43","59810.45"
"30/11/2024 11:00:00 - 30/11/2024 11:15:00","Germany (DE)","55733.54","59599.27"
"30/11/2024 11:15:00 - 30/11/2024 11:30:00","Germany (DE)","56219.83","59507.99"
"30/11/2024 11:30:00 - 30/11/2024 11:45:00","Germany (DE)","56137.51","59138.25"
"30/11/2024 11:45:00 - 30/11/2024 12:00:00","Germany (DE)","56188.43","58704.30"
"30/11/2024 12:00:00 - 30/11/2024 12:15:00","Germany (DE)","55906.50","58749.01"
"30/11/2024 12:15:00 - 30/11/2024 12:30:00","Germany (DE)","55623.47","57806.03"
"30/11/2024 12:30:00 - 30/11/2024 12:45:00","Germany (DE)","55350.08","57204.58"
"30/11/2024 12:45:00 - 30/11/2024 13:00:00","Germany (DE)","54926.46","56520.18"
"30/11/2024 13:00:00 - 30/11/2024 13:15:00","Germany (DE)","54675.92","56479.25"
"30/11/2024 13:15:00 - 30/11/2024 13:30:00","Germany (DE)","53982.73","55764.54"
"30/11/2024 13:30:00 - 30/11/2024 13:45:00","Germany (DE)","53909.47","54783.35"
"30/11/2024 13:45:00 - 30/11/2024 14:00:00","Germany (DE)","53431.41","53887.98"
"30/11/2024 14:00:00 - 30/11/2024 14:15:00","Germany (DE)","53253.38","53911.94"
"30/11/2024 14:15:00 - 30/11/2024 14:30:00","Germany (DE)","52749.68","53339.38"
"30/11/2024 14:30:00 - 30/11/2024 14:45:00","Germany (DE)","52428.92","52954.50"
"30/11/2024 14:45:00 - 30/11/2024 15:00:00","Germany (DE)","52288.30","52880.73"
"30/11/2024 15:00:00 - 30/11/2024 15:15:00","Germany (DE)","52185.29","53540.39"
"30/11/2024 15:15:00 - 30/11/2024 15:30:00","Germany (DE)","51944.92","53513.47"
"30/11/2024 15:30:00 - 30/11/2024 15:45:00","Germany (DE)","51746.05","53294.34"
"30/11/2024 15:45:00 - 30/11/2024 16:00:00","Germany (DE)","51827.60","53549.12"
"30/11/2024 16:00:00 - 30/11/2024 16:15:00","Germany (DE)","52261.31","54068.54"
"30/11/2024 16:15:00 - 30/11/2024 16:30:00","Germany (DE)","52408.85","54473.57"
"30/11/2024 16:30:00 - 30/11/2024 16:45:00","Germany (DE)","52964.64","55541.90"
"30/11/2024 16:45:00 - 30/11/2024 17:00:00","Germany (DE)","53873.02","56468.17"
"30/11/2024 17:00:00 - 30/11/2024 17:15:00","Germany (DE)","54482.59","56772.58"
"30/11/2024 17:15:00 - 30/11/2024 17:30:00","Germany (DE)","54871.95","56877.41"
"30/11/2024 17:30:00 - 30/11/2024 17:45:00","Germany (DE)","55322.89","57387.38"
"30/11/2024 17:45:00 - 30/11/2024 18:00:00","Germany (DE)","55342.60","57725.16"
"30/11/2024 18:00:00 - 30/11/2024 18:15:00","Germany (DE)","55897.47","57585.64"
"30/11/2024 18:15:00 - 30/11/2024 18:30:00","Germany (DE)","55649.87","57507.20"
"30/11/2024 18:30:00 - 30/11/2024 18:45:00","Germany (DE)","55778.61","57552.81"
"30/11/2024 18:45:00 - 30/11/2024 19:00:00","Germany (DE)","55617.55","57353.42"
"30/11/2024 19:00:00 - 30/11/2024 19:15:00","Germany (DE)","55634.10","57050.18"
"30/11/2024 19:15:00 - 30/11/2024 19:30:00","Germany (DE)","54789.43","57004.66"
"30/11/2024 19:30:00 - 30/11/2024 19:45:00","Germany (DE)","54183.92","56733.69"
"30/11/2024 19:45:00 - 30/11/2024 20:00:00","Germany (DE)","53630.77","55920.00"
"30/11/2024 20:00:00 - 30/11/2024 20:15:00","Germany (DE)","52869.64","54753.74"
"30/11/2024 20:15:00 - 30/11/2024 20:30:00","Germany (DE)","52189.64","54123.97"
"30/11/2024 20:30:00 - 30/11/2024 20:45:00","Germany (DE)","51384.56","53489.65"
"30/11/2024 20:45:00 - 30/11/2024 21:00:00","Germany (DE)","50734.08","52939.47"
"30/11/2024 21:00:00 - 30/11/2024 21:15:00","Germany (DE)","50153.91","52336.27"
"30/11/2024 21:15:00 - 30/11/2024 21:30:00","Germany (DE)","49757.68","51796.64"
"30/11/2024 21:30:00 - 30/11/2024 21:45:00","Germany (DE)","49221.98","51331.35"
"30/11/2024 21:45:00 - 30/11/2024 22:00:00","Germany (DE)","48825.00","51170.39"
"30/11/2024 22:00:00 - 30/11/2024 22:15:00","Germany (DE)","48744.13","50550.96"
"30/11/2024 22:15:00 - 30/11/2024 22:30:00","Germany (DE)","48436.17","50178.48"
"30/11/2024 22:30:00 - 30/11/2024 22:45:00","Germany (DE)","47778.54","49859.86"
"30/11/2024 22:45:00 - 30/11/2024 23:00:00","Germany (DE)","47169.87","49555.26"
"30/11/2024 23:00:00 - 30/11/2024 23:15:00","Germany (DE)","46278.06","48469.78"
"30/11/2024 23:15:00 - 30/11/2024 23:30:00","Germany (DE)","45863.66","47556.56"
"30/11/2024 23:30:00 - 30/11/2024 23:45:00","Germany (DE)","45238.52","46871.35"
"30/11/2024 23:45:00 - 01/12/2024 00:00:00","Germany (DE)","44632.15","46224.37"
"01/12/2024 00:00:00 - 01/12/2024 00:15:00","Germany (DE)","43573.29","45666.53"
"01/12/2024 00:15:00 - 01/12/2024 00:30:00","Germany (DE)","43122.98","45159.35"
"01/12/2024 00:30:00 - 01/12/2024 00:45:00","Germany (DE)","42738.21","44741.46"
"01/12/2024 00:45:00 - 01/12/2024 01:00:00","Germany (DE)","42160.70","44253.95"
"01/12/2024 01:00:00 - 01/12/2024 01:15:00","Germany (DE)","41733.04","43587.05"
"01/12/2024 01:15:00 - 01/12/2024 01:30:00","Germany (DE)","41337.49","43210.96"
"01/12/2024 01:30:00 - 01/12/2024 01:45:00","Germany (DE)","40894.92","42839.49"
"01/12/2024 01:45:00 - 01/12/2024 02:00:00","Germany (DE)","40684.01","42615.94"
"01/12/2024 02:00:00 - 01/12/2024 02:15:00","Germany (DE)","40279.95","42323.03"
"01/12/2024 02:15:00 - 01/12/2024 02:30:00","Germany (DE)","40177.28","41952.94"
"01/12/2024 02:30:00 - 01/12/2024 02:45:00","Germany (DE)","39943.56","41560.24"
"01/12/2024 02:45:00 - 01/12/2024 03:00:00","Germany (DE)","39987.56","41604.56"
"01/12/2024 03:00:00 - 01/12/2024 03:15:00","Germany (DE)","39812.80","41707.48"
"01/12/2024 03:15:00 - 01/12/2024 03:30:00","Germany (DE)","39934.31","41265.67"
"01/12/2024 03:30:00 - 01/12/2024 03:45:00","Germany (DE)","39867.15","41200.20"
"01/12/2024 03:45:00 - 01/12/2024 04:00:00","Germany (DE)","39821.59","41419.41"
"01/12/2024 04:00:00 - 01/12/2024 04:15:00","Germany (DE)","39996.65","41900.54"
"01/12/2024 04:15:00 - 01/12/2024 04:30:00","Germany (DE)","40047.55","41767.69"
"01/12/2024 04:30:00 - 01/12/2024 04:45:00","Germany (DE)","40202.36","41826.48"
"01/12/2024 04:45:00 - 01/12/2024 05:00:00","Germany (DE)","40328.51","41766.53"
"01/12/2024 05:00:00 - 01/12/2024 05:15:00","Germany (DE)","40798.20","42205.71"
"01/12/2024 05:15:00 - 01/12/2024 05:30:00","Germany (DE)","40759.05","42141.40"
"01/12/2024 05:30:00 - 01/12/2024 05:45:00","Germany (DE)","41585.74","41959.24"
"01/12/2024 05:45:00 - 01/12/2024 06:00:00","Germany (DE)","41671.67","42069.04"
"01/12/2024 06:00:00 - 01/12/2024 06:15:00","Germany (DE)","41662.98","42003.13"
"01/12/2024 06:15:00 - 01/12/2024 06:30:00","Germany (DE)","41773.05","41950.26"
"01/12/2024 06:30:00 - 01/12/2024 06:45:00","Germany (DE)","41942.43","42059.85"
"01/12/2024 06:45:00 - 01/12/2024 07:00:00","Germany (DE)","42265.41","42498.81"
"01/12/2024 07:00:00 - 01/12/2024 07:15:00","Germany (DE)","43011.96","43039.09"
"01/12/2024 07:15:00 - 01/12/2024 07:30:00","Germany (DE)","43438.10","43596.08"
"01/12/2024 07:30:00 - 01/12/2024 07:45:00","Germany (DE)","43856.97","43911.26"
"01/12/2024 07:45:00 - 01/12/2024 08:00:00","Germany (DE)","44232.94","44531.89"
"01/12/2024 08:00:00 - 01/12/2024 08:15:00","Germany (DE)","45041.80","45613.45"
"01/12/2024 08:15:00 - 01/12/2024 08:30:00","Germany (DE)","45875.99","47042.53"
"01/12/2024 08:30:00 - 01/12/2024 08:45:00","Germany (DE)","47030.89","47981.60"
"01/12/2024 08:45:00 - 01/12/2024 09:00:00","Germany (DE)","47879.53","49031.26"
"01/12/2024 09:00:00 - 01/12/2024 09:15:00","Germany (DE)","48828.81","49945.76"
"01/12/2024 09:15:00 - 01/12/2024 09:30:00","Germany (DE)","49661.30","51087.59"
"01/12/2024 09:30:00 - 01/12/2024 09:45:00","Germany (DE)","50304.74","52011.08"
"01/12/2024 09:45:00 - 01/12/2024 10:00:00","Germany (DE)","50641.99","52601.91"
"01/12/2024 10:00:00 - 01/12/2024 10:15:00","Germany (DE)","51175.41","53103.27"
"01/12/2024 10:15:00 - 01/12/2024 10:30:00","Germany (DE)","51729.04","53930.05"
"01/12/2024 10:30:00 - 01/12/2024 10:45:00","Germany (DE)","52182.87","54391.61"
"01/12/2024 10:45:00 - 01/12/2024 11:00:00","Germany (DE)","52387.92","55043.59"
"01/12/2024 11:00:00 - 01/12/2024 11:15:00","Germany (DE)","52739.02","55376.34"
"01/12/2024 11:15:00 - 01/12/2024 11:30:00","Germany (DE)","53117.16","56068.94"
"01/12/2024 11:30:00 - 01/12/2024 11:45:00","Germany (DE)","53457.28","56611.11"
"01/12/2024 11:45:00 - 01/12/2024 12:00:00","Germany (DE)","53467.28","56399.83"
"01/12/2024 12:00:00 - 01/12/2024 12:15:00","Germany (DE)","53469.11","56005.08"
"01/12/2024 12:15:00 - 01/12/2024 12:30:00","Germany (DE)","53209.64","55951.64"
"01/12/2024 12:30:00 - 01/12/2024 12:45:00","Germany (DE)","52761.26","55796.53"
"01/12/2024 12:45:00 - 01/12/2024 13:00:00","Germany (DE)","52279.92","55426.36"
"01/12/2024 13:00:00 - 01/12/2024 13:15:00","Germany (DE)","51810.30","55171.46"
"01/12/2024 13:15:00 - 01/12/2024 13:30:00","Germany (DE)","51273.19","54306.37"
"01/12/2024 13:30:00 - 01/12/2024 13:45:00","Germany (DE)","51237.41","53956.26"
"01/12/2024 13:45:00 - 01/12/2024 14:00:00","Germany (DE)","50628.07","53537.12"
"01/12/2024 14:00:00 - 01/12/2024 14:15:00","Germany (DE)","50492.04","53075.37"
"01/12/2024 14:15:00 - 01/12/2024 14:30:00","Germany (DE)","50268.57","52378.04"
"01/12/2024 14:30:00 - 01/12/2024 14:45:00","Germany (DE)","50143.44","51951.50"
"01/12/2024 14:45:00 - 01/12/2024 15:00:00","Germany (DE)","49886.37","51866.63"
"01/12/2024 15:00:00 - 01/12/2024 15:15:00","Germany (DE)","49852.23","51814.12"
"01/12/2024 15:15:00 - 01/12/2024 15:30:00","Germany (DE)","49645.77","51664.70"
"01/12/2024 15:30:00 - 01/12/2024 15:45:00","Germany (DE)","49575.32","51878.14"
"01/12/2024 15:45:00 - 01/12/2024 16:00:00","Germany (DE)","49612.59","52129.91"
"01/12/2024 16:00:00 - 01/12/2024 16:15:00","Germany (DE)","50095.47","52676.88"
"01/12/2024 16:15:00 - 01/12/2024 16:30:00","Germany (DE)","50404.29","53200.04"
"01/12/2024 16:30:00 - 01/12/2024 16:45:00","Germany (DE)","50957.37","54276.94"
"01/12/2024 16:45:00 - 01/12/2024 17:00:00","Germany (DE)","51939.16","55576.98"
"01/12/2024 17:00:00 - 01/12/2024 17:15:00","Germany (DE)","53231.29","56474.80"
"01/12/2024 17:15:00 - 01/12/2024 17:30:00","Germany (DE)","53809.51","56598.35"
"01/12/2024 17:30:00 - 01/12/2024 17:45:00","Germany (DE)","54197.06","57088.12"
"01/12/2024 17:45:00 - 01/12/2024 18:00:00","Germany (DE)","54540.71","57496.41"
"01/12/2024 18:00:00 - 01/12/2024 18:15:00","Germany (DE)","55212.04","57740.11"
"01/12/2024 18:15:00 - 01/12/2024 18:30:00","Germany (DE)","55175.23","57607.24"
"01/12/2024 18:30:00 - 01/12/2024 18:45:00","Germany (DE)","55137.14","57250.30"
"01/12/2024 18:45:00 - 01/12/2024 19:00:00","Germany (DE)","55194.29","57274.06"
"01/12/2024 19:00:00 - 01/12/2024 19:15:00","Germany (DE)","54996.28","57062.57"
"01/12/2024 19:15:00 - 01/12/2024 19:30:00","Germany (DE)","54313.71","56856.00"
"01/12/2024 19:30:00 - 01/12/2024 19:45:00","Germany (DE)","53916.02","56643.39"
"01/12/2024 19:45:00 - 01/12/2024 20:00:00","Germany (DE)","53465.40","55770.58"
"01/12/2024 20:00:00 - 01/12/2024 20:15:00","Germany (DE)","52934.40","55148.25"
"01/12/2024 20:15:00 - 01/12/2024 20:30:00","Germany (DE)","52174.44","54770.26"
"01/12/2024 20:30:00 - 01/12/2024 20:45:00","Germany (DE)","51452.33","54233.01"
"01/12/2024 20:45:00 - 01/12/2024 21:00:00","Germany (DE)","50999.18","53640.62"
"01/12/2024 21:00:00 - 01/12/2024 21:15:00","Germany (DE)","50595.88","53336.88"
"01/12/2024 21:15:00 - 01/12/2024 21:30:00","Germany (DE)","50337.47","53321.72"
"01/12/2024 21:30:00 - 01/12/2024 21:45:00","Germany (DE)","49942.22","52945.68"
"01/12/2024 21:45:00 - 01/12/2024 22:00:00","Germany (DE)","49854.80","52813.66"
"01/12/2024 22:00:00 - 01/12/2024 22:15:00","Germany (DE)","49873.30","52850.17"
"01/12/2024 22:15:00 - 01/12/2024 22:30:00","Germany (DE)","49476.24","52693.09"
"01/12/2024 22:30:00 - 01/12/2024 22:45:00","Germany (DE)","48770.49","51904.18"
"01/12/2024 22:45:00 - 01/12/2024 23:00:00","Germany (DE)","48225.76","51394.09"
"01/12/2024 23:00:00 - 01/12/2024 23:15:00","Germany (DE)","47388.94","50898.25"
"01/12/2024 23:15:00 - 01/12/2024 23:30:00","Germany (DE)","46880.93","50159.90"
"01/12/2024 23:30:00 - 01/12/2024 23:45:00","Germany (DE)","46265.74","49662.94"
"01/12/2024 23:45:00 - 02/12/2024 00:00:00","Germany (DE)","45704.40","48850.42"
"02/12/2024 00:00:00 - 02/12/2024 00:15:00","Germany (DE)","44694.24","47946.70"
"02/12/2024 00:15:00 - 02/12/2024 00:30:00","Germany (DE)","44386.73","47481.97"
"02/12/2024 00:30:00 - 02/12/2024 00:45:00","Germany (DE)","44128.18","47197.00"
"02/12/2024 00:45:00 - 02/12/2024 01:00:00","Germany (DE)","43676.25","46620.62"
"02/12/2024 01:00:00 - 02/12/2024 01:15:00","Germany (DE)","43115.21","46215.28"
"02/12/2024 01:15:00 - 02/12/2024 01:30:00","Germany (DE)","42783.52","45618.47"
"02/12/2024 01:30:00 - 02/12/2024 01:45:00","Germany (DE)","42568.75","45407.34"
"02/12/2024 01:45:00 - 02/12/2024 02:00:00","Germany (DE)","42543.56","45232.49"
"02/12/2024 02:00:00 - 02/12/2024 02:15:00","Germany (DE)","42235.97","45231.54"
"02/12/2024 02:15:00 - 02/12/2024 02:30:00","Germany (DE)","42030.25","45339.76"
"02/12/2024 02:30:00 - 02/12/2024 02:45:00","Germany (DE)","41990.10","44986.78"
"02/12/2024 02:45:00 - 02/12/2024 03:00:00","Germany (DE)","42007.51","44831.82"
"02/12/2024 03:00:00 - 02/12/2024 03:15:00","Germany (DE)","42290.11","45172.55"
"02/12/2024 03:15:00 - 02/12/2024 03:30:00","Germany (DE)","42491.15","45348.11"
"02/12/2024 03:30:00 - 02/12/2024 03:45:00","Germany (DE)","42619.72","45424.31"
"02/12/2024 03:45:00 - 02/12/2024 04:00:00","Germany (DE)","42951.84","45633.64"
"02/12/2024 04:00:00 - 02/12/2024 04:15:00","Germany (DE)","43938.26","46335.50"
"02/12/2024 04:15:00 - 02/12/2024 04:30:00","Germany (DE)","44575.30","46669.59"
"02/12/2024 04:30:00 - 02/12/2024 04:45:00","Germany (DE)","45248.48","46836.65"
"02/12/2024 04:45:00 - 02/12/2024 05:00:00","Germany (DE)","45901.77","47088.45"
"02/12/2024 05:00:00 - 02/12/2024 05:15:00","Germany (DE)","47304.37","49315.34"
"02/12/2024 05:15:00 - 02/12/2024 05:30:00","Germany (DE)","48211.61","49330.85"
"02/12/2024 05:30:00 - 02/12/2024 05:45:00","Germany (DE)","49966.88","50666.65"
"02/12/2024 05:45:00 - 02/12/2024 06:00:00","Germany (DE)","51656.22","51941.96"
"02/12/2024 06:00:00 - 02/12/2024 06:15:00","Germany (DE)","54230.33","54599.86"
"02/12/2024 06:15:00 - 02/12/2024 06:30:00","Germany (DE)","55982.61","57027.80"
"02/12/2024 06:30:00 - 02/12/2024 06:45:00","Germany (DE)","57162.45","58773.60"
"02/12/2024 06:45:00 - 02/12/2024 07:00:00","Germany (DE)","58392.05","60604.19"
"02/12/2024 07:00:00 - 02/12/2024 07:15:00","Germany (DE)","59747.97","63007.43"
"02/12/2024 07:15:00 - 02/12/2024 07:30:00","Germany (DE)","61105.84","64118.81"
"02/12/2024 07:30:00 - 02/12/2024 07:45:00","Germany (DE)","61796.59","65107.46"
"02/12/2024 07:45:00 - 02/12/2024 08:00:00","Germany (DE)","62173.60","66246.17"
"02/12/2024 08:00:00 - 02/12/2024 08:15:00","Germany (DE)","63243.82","66860.23"
"02/12/2024 08:15:00 - 02/12/2024 08:30:00","Germany (DE)","63696.73","67620.82"
"02/12/2024 08:30:00 - 02/12/2024 08:45:00","Germany (DE)","64446.53","68457.23"
"02/12/2024 08:45:00 - 02/12/2024 09:00:00","Germany (DE)","64680.49","68829.03"
"02/12/2024 09:00:00 - 02/12/2024 09:15:00","Germany (DE)","64571.13","68462.27"
"02/12/2024 09:15:00 - 02/12/2024 09:30:00","Germany (DE)","65117.80","68927.89"
"02/12/2024 09:30:00 - 02/12/2024 09:45:00","Germany (DE)","65480.06","69682.01"
"02/12/2024 09:45:00 - 02/12/2024 10:00:00","Germany (DE)","65658.80","69913.58"
"02/12/2024 10:00:00 - 02/12/2024 10:15:00","Germany (DE)","65470.65","69697.05"
"02/12/2024 10:15:00 - 02/12/2024 10:30:00","Germany (DE)","65638.82","69362.81"
"02/12/2024 10:30:00 - 02/12/2024 10:45:00","Germany (DE)","66014.38","69556.58"
"02/12/2024 10:45:00 - 02/12/2024 11:00:00","Germany (DE)","66065.24","70148.58"
"02/12/2024 11:00:00 - 02/12/2024 11:15:00","Germany (DE)","66072.74","70523.44"
"02/12/2024 11:15:00 - 02/12/2024 11:30:00","Germany (DE)","66552.83","70435.39"
"02/12/2024 11:30:00 - 02/12/2024 11:45:00","Germany (DE)","66771.51","70389.51"
"02/12/2024 11:45:00 - 02/12/2024 12:00:00","Germany (DE)","66488.84","70663.91"
"02/12/2024 12:00:00 - 02/12/2024 12:15:00","Germany (DE)","66341.81","70392.30"
"02/12/2024 12:15:00 - 02/12/2024 12:30:00","Germany (DE)","66229.77","70507.61"
"02/12/2024 12:30:00 - 02/12/2024 12:45:00","Germany (DE)","66094.52","70395.30"
"02/12/2024 12:45:00 - 02/12/2024 13:00:00","Germany (DE)","65938.10","70341.89"
"02/12/2024 13:00:00 - 02/12/2024 13:15:00","Germany (DE)","65852.73","70261.43"
"02/12/2024 13:15:00 - 02/12/2024 13:30:00","Germany (DE)","65734.38","69849.36"
"02/12/2024 13:30:00 - 02/12/2024 13:45:00","Germany (DE)","65041.75","69084.65"
"02/12/2024 13:45:00 - 02/12/2024 14:00:00","Germany (DE)","64783.60","68336.61"
"02/12/2024 14:00:00 - 02/12/2024 14:15:00","Germany (DE)","64631.18","67936.41"
"02/12/2024 14:15:00 - 02/12/2024 14:30:00","Germany (DE)","64635.07","67740.52"
"02/12/2024 14:30:00 - 02/12/2024 14:45:00","Germany (DE)","64748.82","67361.89"
"02/12/2024 14:45:00 - 02/12/2024 15:00:00","Germany (DE)","64616.90","67172.20"
"02/12/2024 15:00:00 - 02/12/2024 15:15:00","Germany (DE)","64501.91","67512.52"
"02/12/2024 15:15:00 - 02/12/2024 15:30:00","Germany (DE)","64209.88","66854.68"
"02/12/2024 15:30:00 - 02/12/2024 15:45:00","Germany (DE)","64208.28","66769.74"
"02/12/2024 15:45:00 - 02/12/2024 16:00:00","Germany (DE)","63725.55","66529.46"
"02/12/2024 16:00:00 - 02/12/2024 16:15:00","Germany (DE)","64201.54","67001.67"
"02/12/2024 16:15:00 - 02/12/2024 16:30:00","Germany (DE)","64161.51","67179.23"
"02/12/2024 16:30:00 - 02/12/2024 16:45:00","Germany (DE)","64166.38","67782.78"
"02/12/2024 16:45:00 - 02/12/2024 17:00:00","Germany (DE)","64264.32","68143.25"
"02/12/2024 17:00:00 - 02/12/2024 17:15:00","Germany (DE)","65075.44","68473.46"
"02/12/2024 17:15:00 - 02/12/2024 17:30:00","Germany (DE)","65379.22","68313.10"
"02/12/2024 17:30:00 - 02/12/2024 17:45:00","Germany (DE)","65594.69","68618.03"
"02/12/2024 17:45:00 - 02/12/2024 18:00:00","Germany (DE)","65571.74","68530.38"
"02/12/2024 18:00:00 - 02/12/2024 18:15:00","Germany (DE)","65541.75","67484.47"
"02/12/2024 18:15:00 - 02/12/2024 18:30:00","Germany (DE)","65084.39","67191.43"
"02/12/2024 18:30:00 - 02/12/2024 18:45:00","Germany (DE)","65245.95","67592.59"
"02/12/2024 18:45:00 - 02/12/2024 19:00:00","Germany (DE)","64988.40","67533.01"
"02/12/2024 19:00:00 - 02/12/2024 19:15:00","Germany (DE)","64649.92","66820.63"
"02/12/2024 19:15:00 - 02/12/2024 19:30:00","Germany (DE)","64210.67","65899.90"
"02/12/2024 19:30:00 - 02/12/2024 19:45:00","Germany (DE)","63552.13","65333.13"
"02/12/2024 19:45:00 - 02/12/2024 20:00:00","Germany (DE)","63073.50","64777.86"
"02/12/2024 20:00:00 - 02/12/2024 20:15:00","Germany (DE)","61994.50","63576.20"
"02/12/2024 20:15:00 - 02/12/2024 20:30:00","Germany (DE)","60629.93","62317.93"
"02/12/2024 20:30:00 - 02/12/2024 20:45:00","Germany (DE)","59748.27","61364.83"
"02/12/2024 20:45:00 - 02/12/2024 21:00:00","Germany (DE)","58885.68","60324.82"
"02/12/2024 21:00:00 - 02/12/2024 21:15:00","Germany (DE)","57873.13","59733.43"
"02/12/2024 21:15:00 - 02/12/2024 21:30:00","Germany (DE)","57338.61","58719.99"
"02/12/2024 21:30:00 - 02/12/2024 21:45:00","Germany (DE)","56481.84","57980.81"
