"MTU","AREA","Day ahead total load forecast (MW)","Actual total load (MW)"
"02/12/2024 21:45:00 - 02/12/2024 22:00:00","Germany (DE)","55636.02","57014.95"
"02/12/2024 22:00:00 - 02/12/2024 22:15:00","Germany (DE)","54871.98","56371.47"
"02/12/2024 22:15:00 - 02/12/2024 22:30:00","Germany (DE)","54580.94","55235.57"
"02/12/2024 22:30:00 - 02/12/2024 22:45:00","Germany (DE)","53516.33","54131.29"
"02/12/2024 22:45:00 - 02/12/2024 23:00:00","Germany (DE)","52515.56","53362.92"
"02/12/2024 23:00:00 - 02/12/2024 23:15:00","Germany (DE)","51721.36","52620.01"
"02/12/2024 23:15:00 - 02/12/2024 23:30:00","Germany (DE)","50940.52","51667.95"
"02/12/2024 23:30:00 - 02/12/2024 23:45:00","Germany (DE)","50409.75","50729.10"
"02/12/2024 23:45:00 - 03/12/2024 00:00:00","Germany (DE)","49654.80","50004.28"
"03/12/2024 00:00:00 - 03/12/2024 00:15:00","Germany (DE)","49057.33","48857.62"
"03/12/2024 00:15:00 - 03/12/2024 00:30:00","Germany (DE)","48829.26","48448.93"
"03/12/2024 00:30:00 - 03/12/2024 00:45:00","Germany (DE)","48001.89","48246.66"
"03/12/2024 00:45:00 - 03/12/2024 01:00:00","Germany (DE)","47584.98","47361.09"
"03/12/2024 01:00:00 - 03/12/2024 01:15:00","Germany (DE)","47625.87","46943.84"
"03/12/2024 01:15:00 - 03/12/2024 01:30:00","Germany (DE)","46853.42","46954.11"
"03/12/2024 01:30:00 - 03/12/2024 01:45:00","Germany (DE)","46460.55","47153.05"
"03/12/2024 01:45:00 - 03/12/2024 02:00:00","Germany (DE)","46448.74","46977.52"
"03/12/2024 02:00:00 - 03/12/2024 02:15:00","Germany (DE)","46265.89","46402.91"
"03/12/2024 02:15:00 - 03/12/2024 02:30:00","Germany (DE)","46075.26","46076.48"
"03/12/2024 02:30:00 - 03/12/2024 02:45:00","Germany (DE)","46352.42","46254.74"
"03/12/2024 02:45:00 - 03/12/2024 03:00:00","Germany (DE)","46290.23","46616.11"
"03/12/2024 03:00:00 - 03/12/2024 03:15:00","Germany (DE)","46943.40","46379.64"
"03/12/2024 03:15:00 - 03/12/2024 03:30:00","Germany (DE)","46708.31","46318.38"
"03/12/2024 03:30:00 - 03/12/2024 03:45:00","Germany (DE)","46730.35","46628.49"
"03/12/2024 03:45:00 - 03/12/2024 04:00:00","Germany (DE)","46953.58","46805.23"
"03/12/2024 04:00:00 - 03/12/2024 04:15:00","Germany (DE)","47925.81","47723.16"
"03/12/2024 04:15:00 - 03/12/2024 04:30:00","Germany (DE)","48112.72","47938.42"
"03/12/2024 04:30:00 - 03/12/2024 04:45:00","Germany (DE)","48500.85","48740.50"
"03/12/2024 04:45:00 - 03/12/2024 05:00:00","Germany (DE)","49509.69","49165.00"
"03/12/2024 05:00:00 - 03/12/2024 05:15:00","Germany (DE)","50459.24","50338.19"
"03/12/2024 05:15:00 - 03/12/2024 05:30:00","Germany (DE)","51418.62","50977.20"
"03/12/2024 05:30:00 - 03/12/2024 05:45:00","Germany (DE)","52024.93","52179.60"
"03/12/2024 05:45:00 - 03/12/2024 06:00:00","Germany (DE)","53312.50","53977.28"
"03/12/2024 06:00:00 - 03/12/2024 06:15:00","Germany (DE)","55863.85","57178.63"
"03/12/2024 06:15:00 - 03/12/2024 06:30:00","Germany (DE)","57548.67","59311.17"
"03/12/2024 06:30:00 - 03/12/2024 06:45:00","Germany (DE)","58746.55","61307.72"
"03/12/2024 06:45:00 - 03/12/2024 07:00:00","Germany (DE)","59926.65","62960.86"
"03/12/2024 07:00:00 - 03/12/2024 07:15:00","Germany (DE)","61618.44","64772.67"
"03/12/2024 07:15:00 - 03/12/2024 07:30:00","Germany (DE)","62877.66","65778.77"
"03/12/2024 07:30:00 - 03/12/2024 07:45:00","Germany (DE)","63625.70","66300.77"
"03/12/2024 07:45:00 - 03/12/2024 08:00:00","Germany (DE)","64305.41","67091.57"
"03/12/2024 08:00:00 - 03/12/2024 08:15:00","Germany (DE)","65175.15","68017.64"
"03/12/2024 08:15:00 - 03/12/2024 08:30:00","Germany (DE)","65767.30","69121.48"
"03/12/2024 08:30:00 - 03/12/2024 08:45:00","Germany (DE)","66337.25","69403.44"
"03/12/2024 08:45:00 - 03/12/2024 09:00:00","Germany (DE)","66560.97","69033.46"
"03/12/2024 09:00:00 - 03/12/2024 09:15:00","Germany (DE)","66455.04","68766.54"
"03/12/2024 09:15:00 - 03/12/2024 09:30:00","Germany (DE)","66930.79","69464.55"
"03/12/2024 09:30:00 - 03/12/2024 09:45:00","Germany (DE)","67042.90","69630.44"
"03/12/2024 09:45:00 - 03/12/2024 10:00:00","Germany (DE)","67042.85","69659.98"
"03/12/2024 10:00:00 - 03/12/2024 10:15:00","Germany (DE)","66969.98","70463.49"
"03/12/2024 10:15:00 - 03/12/2024 10:30:00","Germany (DE)","66899.48","70821.70"
"03/12/2024 10:30:00 - 03/12/2024 10:45:00","Germany (DE)","66966.76","70375.89"
"03/12/2024 10:45:00 - 03/12/2024 11:00:00","Germany (DE)","67168.23","70550.40"
"03/12/2024 11:00:00 - 03/12/2024 11:15:00","Germany (DE)","67157.63","70404.09"
"03/12/2024 11:15:00 - 03/12/2024 11:30:00","Germany (DE)","67300.76","70607.58"
"03/12/2024 11:30:00 - 03/12/2024 11:45:00","Germany (DE)","67681.42","70464.29"
"03/12/2024 11:45:00 - 03/12/2024 12:00:00","Germany (DE)","67524.19","70681.96"
"03/12/2024 12:00:00 - 03/12/2024 12:15:00","Germany (DE)","67298.37","70983.21"
"03/12/2024 12:15:00 - 03/12/2024 12:30:00","Germany (DE)","67407.02","70833.14"
"03/12/2024 12:30:00 - 03/12/2024 12:45:00","Germany (DE)","67600.33","70848.59"
"03/12/2024 12:45:00 - 03/12/2024 13:00:00","Germany (DE)","67257.25","70422.30"
"03/12/2024 13:00:00 - 03/12/2024 13:15:00","Germany (DE)","67110.40","70568.59"
"03/12/2024 13:15:00 - 03/12/2024 13:30:00","Germany (DE)","66881.86","70084.28"
"03/12/2024 13:30:00 - 03/12/2024 13:45:00","Germany (DE)","66567.74","69788.89"
"03/12/2024 13:45:00 - 03/12/2024 14:00:00","Germany (DE)","65983.28","69553.47"
"03/12/2024 14:00:00 - 03/12/2024 14:15:00","Germany (DE)","66103.12","68886.01"
"03/12/2024 14:15:00 - 03/12/2024 14:30:00","Germany (DE)","65833.85","68595.08"
"03/12/2024 14:30:00 - 03/12/2024 14:45:00","Germany (DE)","65677.42","68359.72"
"03/12/2024 14:45:00 - 03/12/2024 15:00:00","Germany (DE)","65512.95","67967.77"
"03/12/2024 15:00:00 - 03/12/2024 15:15:00","Germany (DE)","65729.32","67582.59"
"03/12/2024 15:15:00 - 03/12/2024 15:30:00","Germany (DE)","65433.13","67318.04"
"03/12/2024 15:30:00 - 03/12/2024 15:45:00","Germany (DE)","65150.31","67259.88"
"03/12/2024 15:45:00 - 03/12/2024 16:00:00","Germany (DE)","64846.14","67318.26"
"03/12/2024 16:00:00 - 03/12/2024 16:15:00","Germany (DE)","64998.54","67468.74"
"03/12/2024 16:15:00 - 03/12/2024 16:30:00","Germany (DE)","65422.14","67284.40"
"03/12/2024 16:30:00 - 03/12/2024 16:45:00","Germany (DE)","65688.51","67832.24"
"03/12/2024 16:45:00 - 03/12/2024 17:00:00","Germany (DE)","66257.83","68156.61"
"03/12/2024 17:00:00 - 03/12/2024 17:15:00","Germany (DE)","67191.67","68739.47"
"03/12/2024 17:15:00 - 03/12/2024 17:30:00","Germany (DE)","67363.14","68971.17"
"03/12/2024 17:30:00 - 03/12/2024 17:45:00","Germany (DE)","67570.53","68939.89"
"03/12/2024 17:45:00 - 03/12/2024 18:00:00","Germany (DE)","67891.53","68899.36"
"03/12/2024 18:00:00 - 03/12/2024 18:15:00","Germany (DE)","67748.97","68265.37"
"03/12/2024 18:15:00 - 03/12/2024 18:30:00","Germany (DE)","67432.92","67914.07"
"03/12/2024 18:30:00 - 03/12/2024 18:45:00","Germany (DE)","66988.35","67679.27"
"03/12/2024 18:45:00 - 03/12/2024 19:00:00","Germany (DE)","66622.84","67511.79"
"03/12/2024 19:00:00 - 03/12/2024 19:15:00","Germany (DE)","65938.14","66795.12"
"03/12/2024 19:15:00 - 03/12/2024 19:30:00","Germany (DE)","65071.24","66181.77"
"03/12/2024 19:30:00 - 03/12/2024 19:45:00","Germany (DE)","64604.73","65874.92"
"03/12/2024 19:45:00 - 03/12/2024 20:00:00","Germany (DE)","63929.92","65294.49"
"03/12/2024 20:00:00 - 03/12/2024 20:15:00","Germany (DE)","62905.01","64350.44"
"03/12/2024 20:15:00 - 03/12/2024 20:30:00","Germany (DE)","61976.19","63565.17"
"03/12/2024 20:30:00 - 03/12/2024 20:45:00","Germany (DE)","61180.57","62667.92"
"03/12/2024 20:45:00 - 03/12/2024 21:00:00","Germany (DE)","60485.31","61857.05"
"03/12/2024 21:00:00 - 03/12/2024 21:15:00","Germany (DE)","59494.18","60976.50"
"03/12/2024 21:15:00 - 03/12/2024 21:30:00","Germany (DE)","58932.45","60075.02"
"03/12/2024 21:30:00 - 03/12/2024 21:45:00","Germany (DE)","58130.26","59320.54"
"03/12/2024 21:45:00 - 03/12/2024 22:00:00","Germany (DE)","57258.90","58306.12"
"03/12/2024 22:00:00 - 03/12/2024 22:15:00","Germany (DE)","56489.98","57628.11"
"03/12/2024 22:15:00 - 03/12/2024 22:30:00","Germany (DE)","55730.79","56888.50"
"03/12/2024 22:30:00 - 03/12/2024 22:45:00","Germany (DE)","54812.75","56227.34"
"03/12/2024 22:45:00 - 03/12/2024 23:00:00","Germany (DE)","54270.39","55172.28"
"03/12/2024 23:00:00 - 03/12/2024 23:15:00","Germany (DE)","53153.57","54147.99"
"03/12/2024 23:15:00 - 03/12/2024 23:30:00","Germany (DE)","52686.54","53428.62"
"03/12/2024 23:30:00 - 03/12/2024 23:45:00","Germany (DE)","51757.95","52130.09"
"03/12/2024 23:45:00 - 04/12/2024 00:00:00","Germany (DE)","51199.80","51660.16"
"04/12/2024 00:00:00 - 04/12/2024 00:15:00","Germany (DE)","50225.81","50986.87"
"04/12/2024 00:15:00 - 04/12/2024 00:30:00","Germany (DE)","49777.28","50187.03"
"04/12/2024 00:30:00 - 04/12/2024 00:45:00","Germany (DE)","49093.73","49605.46"
"04/12/2024 00:45:00 - 04/12/2024 01:00:00","Germany (DE)","48824.43","49454.13"
"04/12/2024 01:00:00 - 04/12/2024 01:15:00","Germany (DE)","48622.28","48611.68"
"04/12/2024 01:15:00 - 04/12/2024 01:30:00","Germany (DE)","48103.12","48082.62"
"04/12/2024 01:30:00 - 04/12/2024 01:45:00","Germany (DE)","47785.05","47993.99"
"04/12/2024 01:45:00 - 04/12/2024 02:00:00","Germany (DE)","48093.25","48138.40"
"04/12/2024 02:00:00 - 04/12/2024 02:15:00","Germany (DE)","47487.89","47884.51"
"04/12/2024 02:15:00 - 04/12/2024 02:30:00","Germany (DE)","47296.23","47608.47"
"04/12/2024 02:30:00 - 04/12/2024 02:45:00","Germany (DE)","47648.33","47539.41"
"04/12/2024 02:45:00 - 04/12/2024 03:00:00","Germany (DE)","47778.69","47641.84"
"04/12/2024 03:00:00 - 04/12/2024 03:15:00","Germany (DE)","47648.98","47435.41"
"04/12/2024 03:15:00 - 04/12/2024 03:30:00","Germany (DE)","47688.11","47483.93"
"04/12/2024 03:30:00 - 04/12/2024 03:45:00","Germany (DE)","47921.28","47740.90"
"04/12/2024 03:45:00 - 04/12/2024 04:00:00","Germany (DE)","48323.51","48088.20"
"04/12/2024 04:00:00 - 04/12/2024 04:15:00","Germany (DE)","48303.36","48504.79"
"04/12/2024 04:15:00 - 04/12/2024 04:30:00","Germany (DE)","49183.33","48631.26"
"04/12/2024 04:30:00 - 04/12/2024 04:45:00","Germany (DE)","49388.14","49164.93"
"04/12/2024 04:45:00 - 04/12/2024 05:00:00","Germany (DE)","50686.83","49987.20"
"04/12/2024 05:00:00 - 04/12/2024 05:15:00","Germany (DE)","52251.84","51482.41"
"04/12/2024 05:15:00 - 04/12/2024 05:30:00","Germany (DE)","53370.13","51787.53"
"04/12/2024 05:30:00 - 04/12/2024 05:45:00","Germany (DE)","52658.97","53307.34"
"04/12/2024 05:45:00 - 04/12/2024 06:00:00","Germany (DE)","53715.27","54582.68"
"04/12/2024 06:00:00 - 04/12/2024 06:15:00","Germany (DE)","56409.75","57558.22"
"04/12/2024 06:15:00 - 04/12/2024 06:30:00","Germany (DE)","57974.20","59440.63"
"04/12/2024 06:30:00 - 04/12/2024 06:45:00","Germany (DE)","59190.83","61391.99"
"04/12/2024 06:45:00 - 04/12/2024 07:00:00","Germany (DE)","60616.31","62801.49"
"04/12/2024 07:00:00 - 04/12/2024 07:15:00","Germany (DE)","62062.57","64294.31"
"04/12/2024 07:15:00 - 04/12/2024 07:30:00","Germany (DE)","63593.93","65488.41"
"04/12/2024 07:30:00 - 04/12/2024 07:45:00","Germany (DE)","64114.48","66659.60"
"04/12/2024 07:45:00 - 04/12/2024 08:00:00","Germany (DE)","64751.37","67359.31"
"04/12/2024 08:00:00 - 04/12/2024 08:15:00","Germany (DE)","65410.63","68246.49"
"04/12/2024 08:15:00 - 04/12/2024 08:30:00","Germany (DE)","65841.17","68717.78"
"04/12/2024 08:30:00 - 04/12/2024 08:45:00","Germany (DE)","66799.88","68893.02"
"04/12/2024 08:45:00 - 04/12/2024 09:00:00","Germany (DE)","67208.31","69099.29"
"04/12/2024 09:00:00 - 04/12/2024 09:15:00","Germany (DE)","67234.25","68785.05"
"04/12/2024 09:15:00 - 04/12/2024 09:30:00","Germany (DE)","67823.03","69088.61"
"04/12/2024 09:30:00 - 04/12/2024 09:45:00","Germany (DE)","68221.88","69577.02"
"04/12/2024 09:45:00 - 04/12/2024 10:00:00","Germany (DE)","68816.39","69517.15"
"04/12/2024 10:00:00 - 04/12/2024 10:15:00","Germany (DE)","68705.26","69545.75"
"04/12/2024 10:15:00 - 04/12/2024 10:30:00","Germany (DE)","68583.81","69668.99"
"04/12/2024 10:30:00 - 04/12/2024 10:45:00","Germany (DE)","68284.03","69832.89"
"04/12/2024 10:45:00 - 04/12/2024 11:00:00","Germany (DE)","68954.85","69790.16"
"04/12/2024 11:00:00 - 04/12/2024 11:15:00","Germany (DE)","68586.94","69997.06"
"04/12/2024 11:15:00 - 04/12/2024 11:30:00","Germany (DE)","68858.68","69957.27"
"04/12/2024 11:30:00 - 04/12/2024 11:45:00","Germany (DE)","69382.16","69926.12"
"04/12/2024 11:45:00 - 04/12/2024 12:00:00","Germany (DE)","69545.51","69861.46"
"04/12/2024 12:00:00 - 04/12/2024 12:15:00","Germany (DE)","69473.91","69639.84"
"04/12/2024 12:15:00 - 04/12/2024 12:30:00","Germany (DE)","69061.81","69549.53"
"04/12/2024 12:30:00 - 04/12/2024 12:45:00","Germany (DE)","68766.67","69588.69"
"04/12/2024 12:45:00 - 04/12/2024 13:00:00","Germany (DE)","68469.95","69632.40"
"04/12/2024 13:00:00 - 04/12/2024 13:15:00","Germany (DE)","68473.25","69053.62"
"04/12/2024 13:15:00 - 04/12/2024 13:30:00","Germany (DE)","67900.24","68890.94"
"04/12/2024 13:30:00 - 04/12/2024 13:45:00","Germany (DE)","67104.08","68231.33"
"04/12/2024 13:45:00 - 04/12/2024 14:00:00","Germany (DE)","66199.33","67619.77"
"04/12/2024 14:00:00 - 04/12/2024 14:15:00","Germany (DE)","66213.66","67926.36"
"04/12/2024 14:15:00 - 04/12/2024 14:30:00","Germany (DE)","66358.14","67650.22"
"04/12/2024 14:30:00 - 04/12/2024 14:45:00","Germany (DE)","65483.78","67387.81"
"04/12/2024 14:45:00 - 04/12/2024 15:00:00","Germany (DE)","65460.23","66941.57"
"04/12/2024 15:00:00 - 04/12/2024 15:15:00","Germany (DE)","65522.19","67417.53"
"04/12/2024 15:15:00 - 04/12/2024 15:30:00","Germany (DE)","65173.73","67179.16"
"04/12/2024 15:30:00 - 04/12/2024 15:45:00","Germany (DE)","64826.15","66979.94"
"04/12/2024 15:45:00 - 04/12/2024 16:00:00","Germany (DE)","64643.14","66835.28"
"04/12/2024 16:00:00 - 04/12/2024 16:15:00","Germany (DE)","64816.20","67686.94"
"04/12/2024 16:15:00 - 04/12/2024 16:30:00","Germany (DE)","65491.76","67749.35"
"04/12/2024 16:30:00 - 04/12/2024 16:45:00","Germany (DE)","65644.96","68370.89"
"04/12/2024 16:45:00 - 04/12/2024 17:00:00","Germany (DE)","66723.26","68952.91"
"04/12/2024 17:00:00 - 04/12/2024 17:15:00","Germany (DE)","67314.70","69516.09"
"04/12/2024 17:15:00 - 04/12/2024 17:30:00","Germany (DE)","67535.39","69640.61"
"04/12/2024 17:30:00 - 04/12/2024 17:45:00","Germany (DE)","67774.87","69553.60"
"04/12/2024 17:45:00 - 04/12/2024 18:00:00","Germany (DE)","67772.36","69510.69"
"04/12/2024 18:00:00 - 04/12/2024 18:15:00","Germany (DE)","67284.37","69405.90"
"04/12/2024 18:15:00 - 04/12/2024 18:30:00","Germany (DE)","67042.70","69144.02"
"04/12/2024 18:30:00 - 04/12/2024 18:45:00","Germany (DE)","67334.96","68646.40"
"04/12/2024 18:45:00 - 04/12/2024 19:00:00","Germany (DE)","66626.72","68472.76"
"04/12/2024 19:00:00 - 04/12/2024 19:15:00","Germany (DE)","65771.59","67770.68"
"04/12/2024 19:15:00 - 04/12/2024 19:30:00","Germany (DE)","65247.24","67300.55"
"04/12/2024 19:30:00 - 04/12/2024 19:45:00","Germany (DE)","64412.66","66953.19"
"04/12/2024 19:45:00 - 04/12/2024 20:00:00","Germany (DE)","64128.78","66864.44"
"04/12/2024 20:00:00 - 04/12/2024 20:15:00","Germany (DE)","63097.07","65615.67"
"04/12/2024 20:15:00 - 04/12/2024 20:30:00","Germany (DE)","61775.95","64602.73"
"04/12/2024 20:30:00 - 04/12/2024 20:45:00","Germany (DE)","60893.98","63684.58"
"04/12/2024 20:45:00 - 04/12/2024 21:00:00","Germany (DE)","60176.25","62595.72"
"04/12/2024 21:00:00 - 04/12/2024 21:15:00","Germany (DE)","59360.57","61438.12"
"04/12/2024 21:15:00 - 04/12/2024 21:30:00","Germany (DE)","58829.59","60902.30"
"04/12/2024 21:30:00 - 04/12/2024 21:45:00","Germany (DE)","58102.84","60348.02"
"04/12/2024 21:45:00 - 04/12/2024 22:00:00","Germany (DE)","57251.20","59439.51"
"04/12/2024 22:00:00 - 04/12/2024 22:15:00","Germany (DE)","56379.46","58308.25"
"04/12/2024 22:15:00 - 04/12/2024 22:30:00","Germany (DE)","55592.72","58400.24"
"04/12/2024 22:30:00 - 04/12/2024 22:45:00","Germany (DE)","54932.66","57829.30"
"04/12/2024 22:45:00 - 04/12/2024 23:00:00","Germany (DE)","54174.43","56297.08"
"04/12/2024 23:00:00 - 04/12/2024 23:15:00","Germany (DE)","53094.41","55269.82"
"04/12/2024 23:15:00 - 04/12/2024 23:30:00","Germany (DE)","52460.08","54323.51"
"04/12/2024 23:30:00 - 04/12/2024 23:45:00","Germany (DE)","51990.15","53689.62"
"04/12/2024 23:45:00 - 05/12/2024 00:00:00","Germany (DE)","51237.40","52830.61"
"05/12/2024 00:00:00 - 05/12/2024 00:15:00","Germany (DE)","49195.40","51383.81"
"05/12/2024 00:15:00 - 05/12/2024 00:30:00","Germany (DE)","48661.42","50913.72"
"05/12/2024 00:30:00 - 05/12/2024 00:45:00","Germany (DE)","47894.26","50670.00"
"05/12/2024 00:45:00 - 05/12/2024 01:00:00","Germany (DE)","47952.91","50159.63"
"05/12/2024 01:00:00 - 05/12/2024 01:15:00","Germany (DE)","47016.79","49201.03"
"05/12/2024 01:15:00 - 05/12/2024 01:30:00","Germany (DE)","46625.74","48992.96"
"05/12/2024 01:30:00 - 05/12/2024 01:45:00","Germany (DE)","47030.59","48867.28"
"05/12/2024 01:45:00 - 05/12/2024 02:00:00","Germany (DE)","46564.11","49047.89"
"05/12/2024 02:00:00 - 05/12/2024 02:15:00","Germany (DE)","46064.10","49036.35"
"05/12/2024 02:15:00 - 05/12/2024 02:30:00","Germany (DE)","46012.78","48766.02"
"05/12/2024 02:30:00 - 05/12/2024 02:45:00","Germany (DE)","46117.32","49114.71"
"05/12/2024 02:45:00 - 05/12/2024 03:00:00","Germany (DE)","46130.95","49418.74"
"05/12/2024 03:00:00 - 05/12/2024 03:15:00","Germany (DE)","46107.47","49264.90"
"05/12/2024 03:15:00 - 05/12/2024 03:30:00","Germany (DE)","46267.57","49600.37"
"05/12/2024 03:30:00 - 05/12/2024 03:45:00","Germany (DE)","46664.37","49665.77"
"05/12/2024 03:45:00 - 05/12/2024 04:00:00","Germany (DE)","46378.47","49592.65"
"05/12/2024 04:00:00 - 05/12/2024 04:15:00","Germany (DE)","46989.76","50060.84"
"05/12/2024 04:15:00 - 05/12/2024 04:30:00","Germany (DE)","47828.81","50326.49"
"05/12/2024 04:30:00 - 05/12/2024 04:45:00","Germany (DE)","47797.08","50965.51"
"05/12/2024 04:45:00 - 05/12/2024 05:00:00","Germany (DE)","48176.61","51373.81"
"05/12/2024 05:00:00 - 05/12/2024 05:15:00","Germany (DE)","49533.16","52221.26"
"05/12/2024 05:15:00 - 05/12/2024 05:30:00","Germany (DE)","50214.90","52779.26"
"05/12/2024 05:30:00 - 05/12/2024 05:45:00","Germany (DE)","51847.63","54140.77"
"05/12/2024 05:45:00 - 05/12/2024 06:00:00","Germany (DE)","53017.74","55461.44"
"05/12/2024 06:00:00 - 05/12/2024 06:15:00","Germany (DE)","55513.32","58277.39"
"05/12/2024 06:15:00 - 05/12/2024 06:30:00","Germany (DE)","57294.51","59978.15"
"05/12/2024 06:30:00 - 05/12/2024 06:45:00","Germany (DE)","58419.70","61930.31"
"05/12/2024 06:45:00 - 05/12/2024 07:00:00","Germany (DE)","59866.80","63567.81"
"05/12/2024 07:00:00 - 05/12/2024 07:15:00","Germany (DE)","61225.53","64931.25"
"05/12/2024 07:15:00 - 05/12/2024 07:30:00","Germany (DE)","62489.49","66588.75"
"05/12/2024 07:30:00 - 05/12/2024 07:45:00","Germany (DE)","63279.71","67597.63"
"05/12/2024 07:45:00 - 05/12/2024 08:00:00","Germany (DE)","63714.09","68153.50"
"05/12/2024 08:00:00 - 05/12/2024 08:15:00","Germany (DE)","64530.34","68797.54"
"05/12/2024 08:15:00 - 05/12/2024 08:30:00","Germany (DE)","65326.06","69453.67"
"05/12/2024 08:30:00 - 05/12/2024 08:45:00","Germany (DE)","65536.87","70087.69"
"05/12/2024 08:45:00 - 05/12/2024 09:00:00","Germany (DE)","65811.77","70191.16"
"05/12/2024 09:00:00 - 05/12/2024 09:15:00","Germany (DE)","66020.91","69941.57"
"05/12/2024 09:15:00 - 05/12/2024 09:30:00","Germany (DE)","66620.51","70573.06"
"05/12/2024 09:30:00 - 05/12/2024 09:45:00","Germany (DE)","67077.84","71087.62"
"05/12/2024 09:45:00 - 05/12/2024 10:00:00","Germany (DE)","67269.11","71310.81"
"05/12/2024 10:00:00 - 05/12/2024 10:15:00","Germany (DE)","66724.67","71510.12"
"05/12/2024 10:15:00 - 05/12/2024 10:30:00","Germany (DE)","66423.80","71861.98"
"05/12/2024 10:30:00 - 05/12/2024 10:45:00","Germany (DE)","66966.32","72067.03"
"05/12/2024 10:45:00 - 05/12/2024 11:00:00","Germany (DE)","67414.41","71944.20"
"05/12/2024 11:00:00 - 05/12/2024 11:15:00","Germany (DE)","67367.50","71868.36"
"05/12/2024 11:15:00 - 05/12/2024 11:30:00","Germany (DE)","67867.79","71976.82"
"05/12/2024 11:30:00 - 05/12/2024 11:45:00","Germany (DE)","67865.81","72307.63"
"05/12/2024 11:45:00 - 05/12/2024 12:00:00","Germany (DE)","67879.61","72738.56"
"05/12/2024 12:00:00 - 05/12/2024 12:15:00","Germany (DE)","67808.46","72722.02"
"05/12/2024 12:15:00 - 05/12/2024 12:30:00","Germany (DE)","67690.31","72160.11"
"05/12/2024 12:30:00 - 05/12/2024 12:45:00","Germany (DE)","67621.83","72196.23"
"05/12/2024 12:45:00 - 05/12/2024 13:00:00","Germany (DE)","67362.72","71982.78"
"05/12/2024 13:00:00 - 05/12/2024 13:15:00","Germany (DE)","67678.52","71926.35"
"05/12/2024 13:15:00 - 05/12/2024 13:30:00","Germany (DE)","67119.55","71540.33"
"05/12/2024 13:30:00 - 05/12/2024 13:45:00","Germany (DE)","66573.98","71457.76"
"05/12/2024 13:45:00 - 05/12/2024 14:00:00","Germany (DE)","65917.78","71456.86"
"05/12/2024 14:00:00 - 05/12/2024 14:15:00","Germany (DE)","65912.29","70723.78"
"05/12/2024 14:15:00 - 05/12/2024 14:30:00","Germany (DE)","65341.59","70433.15"
"05/12/2024 14:30:00 - 05/12/2024 14:45:00","Germany (DE)","64508.09","70388.18"
"05/12/2024 14:45:00 - 05/12/2024 15:00:00","Germany (DE)","65015.05","70087.48"
"05/12/2024 15:00:00 - 05/12/2024 15:15:00","Germany (DE)","64530.57","70233.35"
"05/12/2024 15:15:00 - 05/12/2024 15:30:00","Germany (DE)","64389.03","70013.22"
"05/12/2024 15:30:00 - 05/12/2024 15:45:00","Germany (DE)","64204.59","70356.90"
"05/12/2024 15:45:00 - 05/12/2024 16:00:00","Germany (DE)","64764.07","70658.89"
"05/12/2024 16:00:00 - 05/12/2024 16:15:00","Germany (DE)","63765.87","70962.16"
